X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-4.120000e-06,2.000000e-09
0,-9.24e-03,1.43e+01,
1,-9.24e-03,1.43e+01,
2,-3.08e-03,1.45e+01,
3,-9.24e-03,1.45e+01,
4,-9.24e-03,1.45e+01,
5,-9.24e-03,1.45e+01,
6,-9.24e-03,1.45e+01,
7,-9.24e-03,1.45e+01,
8,-9.24e-03,1.45e+01,
9,-9.24e-03,1.45e+01,
10,-9.24e-03,1.47e+01,
11,-9.24e-03,1.47e+01,
12,-9.24e-03,1.45e+01,
13,-9.24e-03,1.45e+01,
14,-9.24e-03,1.47e+01,
15,-9.24e-03,1.47e+01,
16,-9.24e-03,1.47e+01,
17,-9.24e-03,1.47e+01,
18,-9.24e-03,1.47e+01,
19,-9.24e-03,1.47e+01,
20,-9.24e-03,1.47e+01,
21,-9.24e-03,1.47e+01,
22,-9.24e-03,1.47e+01,
23,-9.24e-03,1.47e+01,
24,-9.24e-03,1.47e+01,
25,-9.24e-03,1.47e+01,
26,-9.24e-03,1.49e+01,
27,-9.24e-03,1.47e+01,
28,-9.24e-03,1.49e+01,
29,-9.24e-03,1.47e+01,
30,-9.24e-03,1.49e+01,
31,-9.24e-03,1.47e+01,
32,-9.24e-03,1.49e+01,
33,-9.24e-03,1.47e+01,
34,-9.24e-03,1.49e+01,
35,-9.24e-03,1.49e+01,
36,-9.24e-03,1.47e+01,
37,-9.24e-03,1.49e+01,
38,-9.24e-03,1.49e+01,
39,-9.24e-03,1.49e+01,
40,-9.24e-03,1.49e+01,
41,-9.24e-03,1.49e+01,
42,-9.24e-03,1.49e+01,
43,-9.24e-03,1.49e+01,
44,-9.24e-03,1.49e+01,
45,-9.24e-03,1.49e+01,
46,-9.24e-03,1.49e+01,
47,-9.24e-03,1.49e+01,
48,-9.24e-03,1.49e+01,
49,-9.24e-03,1.49e+01,
50,-3.08e-03,1.53e+01,
51,-9.24e-03,1.53e+01,
52,-9.24e-03,1.49e+01,
53,-9.24e-03,1.49e+01,
54,-9.24e-03,1.53e+01,
55,-9.24e-03,1.49e+01,
56,-9.24e-03,1.53e+01,
57,-9.24e-03,1.53e+01,
58,-9.24e-03,1.53e+01,
59,-9.24e-03,1.53e+01,
60,-9.24e-03,1.53e+01,
61,-9.24e-03,1.49e+01,
62,-9.24e-03,1.49e+01,
63,-9.24e-03,1.49e+01,
64,-9.24e-03,1.53e+01,
65,-9.24e-03,1.53e+01,
66,-9.24e-03,1.53e+01,
67,-9.24e-03,1.53e+01,
68,-9.24e-03,1.49e+01,
69,-9.24e-03,1.53e+01,
70,-9.24e-03,1.49e+01,
71,-9.24e-03,1.53e+01,
72,-9.24e-03,1.53e+01,
73,-1.54e-02,1.49e+01,
74,-9.24e-03,1.53e+01,
75,-9.24e-03,1.53e+01,
76,-9.24e-03,1.49e+01,
77,-9.24e-03,1.53e+01,
78,-9.24e-03,1.53e+01,
79,-9.24e-03,1.53e+01,
80,-9.24e-03,1.49e+01,
81,-9.24e-03,1.53e+01,
82,-9.24e-03,1.49e+01,
83,-9.24e-03,1.53e+01,
84,-9.24e-03,1.49e+01,
85,-9.24e-03,1.49e+01,
86,-9.24e-03,1.49e+01,
87,-9.24e-03,1.49e+01,
88,-9.24e-03,1.49e+01,
89,-9.24e-03,1.49e+01,
90,-9.24e-03,1.53e+01,
91,-9.24e-03,1.53e+01,
92,-9.24e-03,1.49e+01,
93,-1.54e-02,1.49e+01,
94,-9.24e-03,1.49e+01,
95,-9.24e-03,1.49e+01,
96,-9.24e-03,1.49e+01,
97,-9.24e-03,1.49e+01,
98,-9.24e-03,1.49e+01,
99,-9.24e-03,1.49e+01,
100,-9.24e-03,1.49e+01,
101,-9.24e-03,1.49e+01,
102,-9.24e-03,1.49e+01,
103,-9.24e-03,1.49e+01,
104,-9.24e-03,1.49e+01,
105,-9.24e-03,1.47e+01,
106,-9.24e-03,1.49e+01,
107,-9.24e-03,1.49e+01,
108,-9.24e-03,1.47e+01,
109,-9.24e-03,1.47e+01,
110,-9.24e-03,1.47e+01,
111,-9.24e-03,1.49e+01,
112,-9.24e-03,1.47e+01,
113,-9.24e-03,1.47e+01,
114,-9.24e-03,1.49e+01,
115,-9.24e-03,1.49e+01,
116,-9.24e-03,1.47e+01,
117,-9.24e-03,1.47e+01,
118,-9.24e-03,1.47e+01,
119,-9.24e-03,1.47e+01,
120,-9.24e-03,1.47e+01,
121,-9.24e-03,1.47e+01,
122,-9.24e-03,1.47e+01,
123,-9.24e-03,1.47e+01,
124,-9.24e-03,1.45e+01,
125,-9.24e-03,1.45e+01,
