X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-9.320000e-06,2.000000e-09
0,-6.64e-03,6.45e+00,
1,-6.64e-03,6.30e+00,
2,-1.33e-02,6.00e+00,
3,-1.33e-02,6.30e+00,
4,-1.33e-02,6.45e+00,
5,-6.64e-03,6.00e+00,
6,-6.64e-03,6.30e+00,
7,-1.33e-02,6.45e+00,
8,-1.33e-02,6.45e+00,
9,-6.64e-03,6.45e+00,
10,-6.64e-03,6.30e+00,
11,-1.33e-02,6.45e+00,
12,-6.64e-03,6.60e+00,
13,-6.64e-03,6.45e+00,
14,-6.64e-03,6.45e+00,
15,-1.33e-02,6.45e+00,
16,-1.33e-02,6.60e+00,
17,-6.64e-03,6.45e+00,
18,-6.64e-03,6.45e+00,
19,-1.33e-02,6.60e+00,
20,-1.33e-02,6.75e+00,
21,-6.64e-03,6.45e+00,
22,-1.33e-02,6.60e+00,
23,-1.33e-02,6.75e+00,
24,-1.33e-02,6.75e+00,
25,-6.64e-03,6.60e+00,
26,-6.64e-03,6.60e+00,
27,-1.33e-02,6.75e+00,
28,-1.33e-02,6.90e+00,
29,-1.33e-02,6.75e+00,
30,-6.64e-03,6.75e+00,
31,-6.64e-03,6.90e+00,
32,-1.33e-02,7.05e+00,
33,-1.33e-02,6.90e+00,
34,-1.33e-02,6.75e+00,
35,-1.33e-02,7.05e+00,
36,-6.64e-03,7.05e+00,
37,-6.64e-03,6.90e+00,
38,-6.64e-03,7.05e+00,
39,-1.33e-02,7.05e+00,
40,-6.64e-03,7.50e+00,
41,-6.64e-03,7.05e+00,
42,-6.64e-03,7.35e+00,
43,-1.33e-02,7.50e+00,
44,-6.64e-03,7.50e+00,
45,-6.64e-03,7.35e+00,
46,-1.33e-02,7.35e+00,
47,-1.33e-02,7.65e+00,
48,-1.33e-02,7.65e+00,
49,-6.64e-03,7.65e+00,
50,-1.33e-02,7.50e+00,
51,-1.33e-02,7.65e+00,
52,-6.64e-03,7.80e+00,
53,-6.64e-03,7.65e+00,
54,-6.64e-03,7.65e+00,
55,-1.33e-02,7.80e+00,
56,-6.64e-03,8.10e+00,
57,-6.64e-03,7.80e+00,
58,-6.64e-03,7.80e+00,
59,-1.33e-02,7.95e+00,
60,-6.64e-03,8.10e+00,
61,-6.64e-03,7.95e+00,
62,-1.33e-02,8.10e+00,
63,-1.33e-02,8.25e+00,
64,-6.64e-03,8.55e+00,
65,-6.64e-03,8.25e+00,
66,-1.33e-02,8.25e+00,
67,-1.33e-02,8.55e+00,
68,-1.33e-02,8.55e+00,
69,-1.33e-02,8.55e+00,
70,-6.64e-03,8.55e+00,
71,-1.33e-02,8.70e+00,
72,-6.64e-03,8.85e+00,
73,-6.64e-03,8.70e+00,
74,-6.64e-03,8.70e+00,
75,-1.33e-02,8.85e+00,
76,-1.33e-02,9.00e+00,
77,-6.64e-03,8.85e+00,
78,-6.64e-03,9.00e+00,
79,-1.33e-02,9.15e+00,
80,-6.64e-03,9.30e+00,
81,-6.64e-03,9.15e+00,
82,-1.33e-02,9.15e+00,
83,-1.33e-02,9.30e+00,
84,-1.33e-02,9.45e+00,
85,-1.33e-02,9.15e+00,
86,-6.64e-03,9.30e+00,
87,-1.33e-02,9.45e+00,
88,-1.33e-02,9.75e+00,
89,-6.64e-03,9.75e+00,
90,-1.33e-02,9.75e+00,
91,-1.33e-02,9.90e+00,
92,-1.33e-02,1.00e+01,
93,-1.33e-02,9.90e+00,
94,-1.33e-02,9.90e+00,
95,-1.33e-02,1.00e+01,
96,-1.33e-02,1.02e+01,
97,-1.33e-02,1.00e+01,
98,-1.33e-02,1.00e+01,
99,-1.33e-02,1.03e+01,
100,-1.33e-02,1.05e+01,
101,-1.33e-02,1.02e+01,
102,-6.64e-03,1.03e+01,
103,-1.33e-02,1.05e+01,
104,-1.33e-02,1.06e+01,
105,-1.33e-02,1.05e+01,
106,-1.33e-02,1.05e+01,
107,-1.33e-02,1.06e+01,
108,-1.33e-02,1.09e+01,
109,-1.33e-02,1.06e+01,
110,-1.33e-02,1.09e+01,
111,-1.33e-02,1.11e+01,
112,-1.33e-02,1.12e+01,
113,-6.64e-03,1.11e+01,
114,-6.64e-03,1.09e+01,
115,-1.33e-02,1.12e+01,
116,-1.33e-02,1.12e+01,
117,-1.33e-02,1.12e+01,
118,-1.33e-02,1.12e+01,
119,-1.33e-02,1.14e+01,
120,-1.33e-02,1.15e+01,
121,-6.64e-03,1.14e+01,
122,-1.33e-02,1.12e+01,
123,-1.33e-02,1.17e+01,
124,-1.33e-02,1.20e+01,
125,-1.33e-02,1.17e+01,
126,-1.33e-02,1.17e+01,
127,-1.33e-02,1.17e+01,
128,-1.33e-02,1.20e+01,
129,-6.64e-03,1.17e+01,
130,-1.33e-02,1.17e+01,
131,-1.33e-02,1.21e+01,
132,-1.33e-02,1.21e+01,
133,-1.33e-02,1.20e+01,
134,-1.33e-02,1.21e+01,
135,-1.33e-02,1.21e+01,
136,-1.33e-02,1.24e+01,
137,-1.33e-02,1.23e+01,
138,-1.33e-02,1.21e+01,
139,-1.33e-02,1.24e+01,
140,-1.33e-02,1.24e+01,
141,-1.33e-02,1.24e+01,
142,-1.33e-02,1.23e+01,
143,-1.33e-02,1.24e+01,
144,-1.33e-02,1.27e+01,
145,-1.33e-02,1.24e+01,
146,-1.33e-02,1.24e+01,
147,-1.33e-02,1.27e+01,
148,-1.33e-02,1.27e+01,
149,-1.33e-02,1.26e+01,
150,-1.33e-02,1.26e+01,
151,-1.33e-02,1.27e+01,
152,-1.33e-02,1.29e+01,
153,-1.33e-02,1.27e+01,
154,-1.33e-02,1.27e+01,
155,-1.33e-02,1.29e+01,
156,-1.33e-02,1.29e+01,
157,-1.33e-02,1.27e+01,
158,-1.33e-02,1.27e+01,
159,-1.33e-02,1.29e+01,
160,-1.33e-02,1.32e+01,
161,-1.33e-02,1.29e+01,
162,-1.33e-02,1.27e+01,
163,-1.99e-02,1.32e+01,
164,-1.33e-02,1.32e+01,
165,-1.33e-02,1.29e+01,
166,-1.33e-02,1.29e+01,
167,-1.33e-02,1.29e+01,
168,-1.33e-02,1.33e+01,
169,-1.33e-02,1.29e+01,
170,-1.33e-02,1.29e+01,
171,-1.33e-02,1.33e+01,
172,-1.33e-02,1.33e+01,
173,-1.33e-02,1.29e+01,
174,-1.33e-02,1.29e+01,
175,-1.99e-02,1.32e+01,
176,-1.33e-02,1.33e+01,
177,-1.33e-02,1.29e+01,
178,-1.33e-02,1.29e+01,
179,-1.33e-02,1.32e+01,
180,-1.33e-02,1.32e+01,
181,-1.33e-02,1.32e+01,
182,-1.33e-02,1.29e+01,
183,-1.33e-02,1.32e+01,
184,-1.33e-02,1.32e+01,
185,-1.33e-02,1.29e+01,
186,-1.33e-02,1.29e+01,
187,-1.33e-02,1.32e+01,
188,-1.33e-02,1.32e+01,
189,-1.33e-02,1.29e+01,
190,-1.33e-02,1.29e+01,
191,-1.33e-02,1.32e+01,
192,-1.33e-02,1.32e+01,
193,-1.33e-02,1.29e+01,
194,-1.33e-02,1.27e+01,
195,-1.99e-02,1.29e+01,
196,-1.33e-02,1.29e+01,
197,-1.33e-02,1.27e+01,
198,-1.33e-02,1.27e+01,
199,-1.33e-02,1.27e+01,
200,-1.33e-02,1.29e+01,
201,-1.33e-02,1.27e+01,
202,-1.33e-02,1.26e+01,
203,-1.99e-02,1.27e+01,
204,-1.33e-02,1.27e+01,
205,-1.33e-02,1.26e+01,
206,-1.33e-02,1.26e+01,
207,-1.33e-02,1.26e+01,
208,-1.33e-02,1.27e+01,
209,-1.33e-02,1.24e+01,
210,-1.33e-02,1.24e+01,
211,-1.33e-02,1.24e+01,
212,-1.33e-02,1.26e+01,
213,-1.33e-02,1.21e+01,
214,-1.33e-02,1.23e+01,
215,-1.33e-02,1.23e+01,
216,-1.33e-02,1.24e+01,
217,-1.33e-02,1.21e+01,
218,-1.33e-02,1.21e+01,
219,-1.33e-02,1.23e+01,
220,-1.99e-02,1.21e+01,
221,-1.33e-02,1.20e+01,
222,-1.33e-02,1.20e+01,
223,-1.33e-02,1.20e+01,
224,-1.33e-02,1.21e+01,
225,-1.33e-02,1.17e+01,
226,-1.33e-02,1.17e+01,
227,-1.33e-02,1.20e+01,
